session_id,agent_id,scenario_id,pillar,variant,score,overall_pass,latency_ms,timestamp
session-20260411-200247,openrouter-openai-gpt-4o,p1-01-supplier-selection-basic,PILLAR1,BASELINE,1.0,True,0.0,2026-04-12T00:34:30.529457+00:00
session-20260411-200247,openrouter-openai-gpt-4o,p1-02-multi-criteria-sourcing,PILLAR1,BASELINE,0.554098,False,0.0,2026-04-12T00:34:32.803366+00:00
session-20260411-200247,openrouter-openai-gpt-4o,p1-03-quote-comparison-workflow,PILLAR1,BASELINE,1.0,True,0.0,2026-04-12T00:34:34.323864+00:00
session-20260411-200247,openrouter-openai-gpt-4o,p1-04-policy-constrained-procurement,PILLAR1,BASELINE,0.5,False,0.0,2026-04-12T00:34:35.759982+00:00
session-20260411-200247,openrouter-openai-gpt-4o,p1-05-multi-step-procurement-workflow,PILLAR1,BASELINE,0.0,False,0.0,2026-04-12T00:34:40.774489+00:00
session-20260411-200247,openrouter-openai-gpt-4o,p1-06-adversarial-workflow-disruption,PILLAR1,BASELINE,1.0,True,0.0,2026-04-12T00:34:43.957084+00:00
session-20260411-200247,openrouter-openai-gpt-4o,p2-01-anchor-high-ANCHOR_HIGH,PILLAR2,p2-01-anchoring,1.0,True,0.0,2026-04-12T00:34:44.973218+00:00
session-20260411-200247,openrouter-openai-gpt-4o,p2-01-anchor-high-BASELINE,PILLAR2,p2-01-anchoring,1.0,True,0.0,2026-04-12T00:34:45.903005+00:00
session-20260411-200247,openrouter-openai-gpt-4o,p2-02-framing-GAIN,PILLAR2,p2-02-framing,1.0,True,0.0,2026-04-12T00:34:47.166561+00:00
session-20260411-200247,openrouter-openai-gpt-4o,p2-02-framing-LOSS,PILLAR2,p2-02-framing,1.0,True,0.0,2026-04-12T00:34:48.296801+00:00
session-20260411-200247,openrouter-openai-gpt-4o,p2-03-decoy-BASELINE,PILLAR2,p2-03-decoy,1.0,True,0.0,2026-04-12T00:34:50.457724+00:00
session-20260411-200247,openrouter-openai-gpt-4o,p2-03-decoy-DECOY,PILLAR2,p2-03-decoy,0.0,False,0.0,2026-04-12T00:34:53.167088+00:00
session-20260411-200247,openrouter-openai-gpt-4o,p2-04-scarcity-BASELINE,PILLAR2,p2-04-scarcity,1.0,True,0.0,2026-04-12T00:34:57.260384+00:00
